,model,price,spec_score,processor,core_threads,ram,ssd,graphics,display,os,extra_info
646,Lenovo IdeaPad Flex 5 82R7006HIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹74,490",69,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
647,Dell Vostro 3400 Laptop AMD (Ryzen 5 3450U/ 8GB/ 256GB SSD/ Win11),"₹36,990",56,3rd Gen AMD Ryzen 5  3450U ,Quad Core,8 GB DDR4 RAM,256 GB SSD,AMD Radeon,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
648,Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹74,517",62,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
649,MSI Katana GF66 12UC-636IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹70,990",67,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
650,MSI Gaming Katana GF76 11UC-848IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,990",69,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB  RAM,512 GB SSD,4 GB Nvidia RTX 3050,"17.32 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
651,MSI Gaming Katana GF76 11UD-849IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹82,990",69,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB  RAM,512 GB SSD,4 GB Nvidia RTX 3050 Ti,"17.32 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
652,MSI Katana GF66 12UE-1001IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹85,990",71,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
653,MSI Gaming Katana GF66 12UE-1002IN Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,05,990",78,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB  RAM,1 TB SSD,6 GB Nvidia GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
654,Acer Swift X SFX14-41G Laptop (Ryzen 5 5600U/ 16GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹76,000",65,5th Gen AMD Ryzen 5 5600U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
655,Lenovo V14-IGL ‎82C2S02K00 Laptop (Celeron N4020/ 4GB/  256 SSD/ Win11 Home),"₹21,999",49,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
656,HP 255 G8 6V2R7PA Laptop (AMD Athlon 3050U/ 4GB/ 1TB HDD/ Dos),"₹24,650",48,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,AMD Radeon Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
657,Acer Swift X SFX14-41G Laptop (AMD Ryzen 5 5600U/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹79,521",66,5th Gen AMD Ryzen 5 5600U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
658,Asus TUF Gaming F15 FX566HCB-HN231T Gaming Laptop (11th Gen Core i7/ 8GB/ 1TB SSD/ Win10/ 4GB Graph),"₹1,01,000",65,11th Gen Intel Core i7 11800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,1 TB SSD,4 GB ‎NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
659,Dell Vostro 3400 Laptop (11th Gen Core i3/ 8GB/ 1TB HDD/ Win11 Home),"₹38,499",56,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
660,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,51,990",81,6th Gen AMD Ryzen 9 6900HS​,"Octa Core, 16 Threads",32 GB LPDDR5 RAM,1 TB SSD,4 GB ‎NVIDIA GeForce RTX 3050,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
661,AGB Octev GA-9009 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 10 Pro/ 2GB Graph),"₹65,000",61,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB SSD,2 GB NVIDIA Geforce MX450,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
662,Lenovo Thinkbook 14 Gen 2 20VDA0G9IH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹83,399",57,10th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
663,Asus ROG Flow X13 GV301RE-LJ156WS Gaming Laptop (AMD Ryzen 9 6900HS/ 32GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,71,990",81,6th Gen AMD Ryzen 9 6900HS​,"Octa Core, 16 Threads",32 GB LPDDR5 RAM,1 TB SSD,4 GB ‎NVIDIA GeForce RTX 3050 Ti,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
664,Gigabyte Aorus 5 SE4 Gaming Laptop (12th Gen Core i7/ 16GB/ Win11 Home/ 8GB Graph),"₹1,44,990",75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11  OS,2 Year Warranty,Backlit Keyboard
665,HP Victus 15-fb0052AX Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹78,650",74,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
666,Lenovo Ideapad Flex 5 14IAU7 82R7006EIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹60,990",61,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
667,Lenovo Thinkpad L13 Gen 2 20VHS07500 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹92,999",66,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
668,Lenovo 15ACH6 82JW00P5IN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",71,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
669,Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹63,990",62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
670,Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹67,990",67,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
671,Gigabyte Aero 5 KE4 OLED Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,43,990",79,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,2 Year Warranty
672,Lenovo V14 G2-ITL 82KA00G8IH Laptop (11th Gen Core i3/ 4GB/ 256GB SSD/ DOS),"₹29,500",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
673,Asus ROG Strix G17 2022 G713RW-KH110WS Gaming Laptop (AMD Ryzen 9 6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,05,780",76,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
674,MSI Crosshair 15 B12UGZ-1012IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,34,990",81,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
675,MSI Crosshair 15 B12UEZ-897IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,04,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
676,Lenovo V15 Gen 2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,871",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
677,Lenovo V15 82KDA01DIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win11 Home),"₹39,999",62,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
678,Acer Spin 3 SP314-55N Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹84,990",59,12th Gen intel Core i5 1235U ,"10 Cores, 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Irix Xe Graphics,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
679,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,29,994",79,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
680,Lenovo ThinkPad T14 20W0S1C800 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,42,000",67,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
681,MSI Raider GE77HX 12UHS-205IN Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹2,99,990",86,12th Gen Intel Core i9 12900HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"17.3 inches, 3840 x 2160 pixels",Windows 11 OS,2 Year Warranty
682,MSI Vector GP76 12UGSO-868IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,70,990",82,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
683,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹99,990",79,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"16 inches, 2560 x 1660 pixels",Windows 11 OS,2 Year Warranty
684,MSI Alpha 15 B5EEK-235IN Laptop (Ryzen 7 5800H /8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹79,990",75,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,8 GB AMD Radeon RX 6600M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
685,MSI Creator Pro M16 A12UIS-634IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Pro/ 4GB Graph),"₹1,09,990",80,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX A1000,"16 inches, 2560 x 1660 pixels",Windows 11 OS,2 Year Warranty
686,MSI Thin GF63 11SC-1046IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,490",69,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650 Max-Q,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
687,Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming Laptop (12th Gen Core i9/ 32GB/ 4TB SSD/ Win11 Home/ 16GB Graph),"₹4,79,990",86,12th Gen Intel Core i9 12950HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,4 TB SSD,16 GB NVIDIA GeForce RTX 3080Ti,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
688,Asus VivoBook 14 X415JA-EK324WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹32,749",50,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB  RAM,512 GB SSD, Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
689,Chuwi HeroBook Pro Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win10),"₹23,990",48,Intel ‎Celeron N4020,"Dual Core, 2 Threads",8 GB DDR3 RAM,256 GB SSD,Intel HD Graphics,"14.1 inches, 1366 x 768 pixels",Windows 10 OS,1 Months Warranty
690,MSI Gaming Katana GF66 12UE-262IN Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,44,834",75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB  RAM,1 TB SSD,6 GB Nvidia GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
691,Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹2,81,990",87,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5  RAM,1 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
692,MSI Katana GF76 11UE-485IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹92,900",72,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB  RAM,512 GB SSD,6 GB Nvidia RTX 3060,"17.32 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
693,MSI Delta 15 A5EFK-201IN Gaming Laptop (AMD Ryzen 7 5800H/ 16 GB/ 1TB SSD/ Win11 Home/ 10GB Graph),"₹1,00,990",79,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,10 GB AMD Radeon RX 6700M,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
694,Asus VivoBook K15 OLED K513EA-L503WS Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹67,000",66,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
695,Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,990",73,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
696,Lenovo IdeaPad Slim 5 82SF004XIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹82,990",67,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
697,Lenovo V15 G2 82KDA00UIH Laptop (Ryzen 3 5300U/ 4GB/ 512GB SSD/ DOS),"₹33,250",53,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",4 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphic,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
698,Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,490",56,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
699,Lenovo ThinkBook 14 20VDA0THIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹77,500",62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
700,Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop (AMD Ryzen 5-5600H/ 16GB/ 512GB SSD/Win11),"₹68,200",56,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
701,Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,17,900",75,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
702,Asus EeeBook E410KA-BV101WS Laptop (Pentium N6000/ 8GB/ 256GB SSD/ Win11 Home),"₹28,990",48,Intel Pentium  N6000,"Quad Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
703,Lenovo V14-IGL Laptop (Celeron N4020/ 4GB/ 1TB HDD/ Win11 Home),"₹22,999",48,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
704,Acer Nitro 5 AN515-45 Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,990",69,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
705,HP 14s-dy2508TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹39,990",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
706,Asus VivoBook Ultra K14 K413EA-EB523WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹60,990",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
707,Xiaomi Notebook Pro 120G Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Garph),"₹76,490",73,12th Gen Intel Core i5 12450H ,"Octa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,2 GB Nvidia MX550 Graphics,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
708,Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹92,772",69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
709,Dell Inspiron 7420 D560828WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹80,490",56,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
710,HP Spectre x360 13-ef0057TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,08,990",69,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.5 inches, 1920 x 1280 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
711,Dell G15-5521 SE D560738WIN9B Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,37,490",85,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
712,Gigabyte Aorus 15 XE5 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,84,900",82,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11  OS,2 Year Warranty
713,HP Spectre x360 16-f1009TX Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,76,990",74,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR4x RAM,1 TB SSD,4 GB Intel Arc A370M 4GB VRAM Graphics,"16 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
714,Asus ROG Strix G17 G713RM-KH168W Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,29,990",67,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16 GB DDR5  RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
715,HP Spectre x360 13-ef0052TU OLED Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹1,10,480",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"13.5 inches, 3000 x 2000 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
716,Gigabyte Aorus 15 XE4 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,79,990",82,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11  OS,2 Year Warranty
717,Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹3,59,990",86,12th Gen Intel Core i9 12950HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
718,HP 255 G8 R3 Laptop (AMD Ryzen 3/ 8GB/ 1TB SSD/ Win11),"₹36,600",44,3rd Gen AMD Ryzen 3  3300U,Quad Core,8 GB DDR4 RAM,1 TB Hard Disk,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,2 USB 3.0 Ports
